FID_ROMS_r,eta_rho,xi_rho,lat_DD,lon_DD,FID_polygo,AREA,PERIMETER,EBS_BLOCKS,EBS_BLOC_1,EBSGRID_AL,EBSGRID__1,STATION_GR,STATION__1,STATION_ID
24477,135.000000,90.000000,58.884758,-177.806955,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
17938,99.000000,103.000000,58.886467,-170.227131,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
21207,117.000000,96.000000,58.887362,-174.050704,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
19754,109.000000,99.000000,58.888895,-172.359286,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
18846,104.000000,101.000000,58.891627,-171.293174,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
23932,132.000000,91.000000,58.891995,-177.181097,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
21752,120.000000,95.000000,58.893732,-174.676634,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
16304,90.000000,107.000000,58.894613,-168.277320,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
23387,129.000000,92.000000,58.896512,-176.555046,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
22297,123.000000,94.000000,58.897380,-175.302726,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
22842,126.000000,93.000000,58.898307,-175.928893,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
11585,64.000000,120.000000,58.899725,-162.520016,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
17575,97.000000,104.000000,58.901014,-169.785306,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
20299,112.000000,98.000000,58.902615,-172.984858,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
15941,88.000000,108.000000,58.903172,-167.834850,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
11948,66.000000,119.000000,58.907499,-162.962595,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
18483,102.000000,102.000000,58.909443,-170.851721,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
19391,107.000000,100.000000,58.909976,-171.918384,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
15578,86.000000,109.000000,58.910372,-167.392199,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
20844,115.000000,97.000000,58.913616,-173.610833,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
12311,68.000000,118.000000,58.913913,-163.405337,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
17212,95.000000,105.000000,58.914203,-169.343162,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
24659,136.000000,90.000000,58.914388,-177.996486,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
15215,84.000000,110.000000,58.916211,-166.949397,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
12674,70.000000,117.000000,58.918965,-163.848211,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
14852,82.000000,111.000000,58.920690,-166.506476,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
21389,118.000000,96.000000,58.921896,-174.237121,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
24114,133.000000,91.000000,58.922448,-177.370175,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
13037,72.000000,116.000000,58.922657,-164.291186,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14489,80.000000,112.000000,58.923807,-166.063468,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
13400,74.000000,115.000000,58.924987,-164.734231,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14126,78.000000,113.000000,58.925562,-165.620403,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
19936,110.000000,99.000000,58.925609,-172.544147,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
18120,100.000000,103.000000,58.925903,-170.409873,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
13763,76.000000,114.000000,58.925956,-165.177314,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
16849,93.000000,106.000000,58.926035,-168.900731,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
21934,121.000000,95.000000,58.927454,-174.863636,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
23569,130.000000,92.000000,58.927785,-176.743646,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
19028,105.000000,101.000000,58.929706,-171.477014,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
22479,124.000000,94.000000,58.930288,-175.490288,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
23024,127.000000,93.000000,58.930398,-176.116987,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
16486,91.000000,107.000000,58.936508,-168.458042,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
20481,113.000000,98.000000,58.938523,-173.170375,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
17757,98.000000,104.000000,58.941008,-169.967662,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
24841,137.000000,90.000000,58.943766,-178.186307,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
16123,89.000000,108.000000,58.945621,-168.015127,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
19573,108.000000,100.000000,58.947254,-172.102923,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
18665,103.000000,102.000000,58.948082,-171.035205,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
11767,65.000000,120.000000,58.948710,-162.693959,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
21026,116.000000,97.000000,58.948716,-173.796980,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
24296,134.000000,91.000000,58.952649,-177.559552,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
15760,87.000000,109.000000,58.953373,-167.572018,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
17394,96.000000,105.000000,58.954755,-169.525118,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
12130,67.000000,119.000000,58.955948,-163.137134,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
21571,119.000000,96.000000,58.956185,-174.423873,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
23751,131.000000,92.000000,58.958808,-176.932552,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
15397,85.000000,110.000000,58.959763,-167.128745,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
22116,122.000000,95.000000,58.960929,-175.050966,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
12493,69.000000,118.000000,58.961823,-163.580460,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
20118,111.000000,99.000000,58.962082,-172.729360,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
23206,128.000000,93.000000,58.962241,-176.305394,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
22661,125.000000,94.000000,58.962948,-175.678169,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
15034,83.000000,111.000000,58.964791,-166.685341,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
18302,101.000000,103.000000,58.965103,-170.592989,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
12856,71.000000,117.000000,58.966337,-164.023906,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
17031,94.000000,106.000000,58.967143,-169.082273,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
19210,106.000000,101.000000,58.967546,-171.661217,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
14671,81.000000,112.000000,58.968457,-166.241836,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
13219,73.000000,116.000000,58.969487,-164.467441,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14308,79.000000,113.000000,58.970759,-165.798262,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
13582,75.000000,115.000000,58.971274,-164.911033,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
13945,77.000000,114.000000,58.971699,-165.354650,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
25023,138.000000,90.000000,58.972892,-178.376418,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
20663,114.000000,98.000000,58.974189,-173.356238,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
16668,92.000000,107.000000,58.978171,-168.639157,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
17939,99.000000,104.000000,58.980766,-170.150396,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
24478,135.000000,91.000000,58.982599,-177.749226,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
21208,117.000000,97.000000,58.983572,-173.983466,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
19755,109.000000,100.000000,58.984290,-172.287820,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
18847,104.000000,102.000000,58.986483,-171.219059,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
16305,90.000000,108.000000,58.987838,-168.195802,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
11586,64.000000,121.000000,58.989415,-162.424750,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
23933,132.000000,92.000000,58.989580,-177.121762,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
21753,120.000000,96.000000,58.990229,-174.610957,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
23388,129.000000,93.000000,58.993834,-176.494113,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
22298,123.000000,95.000000,58.994158,-175.238622,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
17576,97.000000,105.000000,58.995072,-169.707457,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
22843,126.000000,94.000000,58.995360,-175.866370,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
15942,88.000000,109.000000,58.996144,-167.752240,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
11949,66.000000,120.000000,58.997478,-162.868346,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
20300,112.000000,99.000000,58.998313,-172.914925,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
25205,139.000000,90.000000,59.001764,-178.566817,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
15579,86.000000,110.000000,59.003086,-167.308501,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
18484,102.000000,103.000000,59.004065,-170.776479,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
12312,68.000000,119.000000,59.004178,-163.312113,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
19392,107.000000,101.000000,59.005145,-171.845783,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
17213,95.000000,106.000000,59.008017,-169.264203,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
15216,84.000000,111.000000,59.008665,-166.864616,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
12675,70.000000,118.000000,59.009515,-163.756020,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
20845,115.000000,98.000000,59.009611,-173.542445,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
24660,136.000000,91.000000,59.012296,-177.939196,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
14853,82.000000,112.000000,59.012880,-166.420619,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
13038,72.000000,117.000000,59.013487,-164.200035,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
14490,80.000000,113.000000,59.015731,-165.976539,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
13401,74.000000,116.000000,59.016095,-164.644125,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14127,78.000000,114.000000,59.017217,-165.532409,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
13764,76.000000,115.000000,59.017338,-165.088261,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
21390,118.000000,97.000000,59.018183,-174.170291,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
16850,93.000000,107.000000,59.019602,-168.820665,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
24115,133.000000,92.000000,59.020101,-177.311275,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
18121,100.000000,104.000000,59.020288,-170.333509,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
19937,110.000000,100.000000,59.021086,-172.473073,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
21935,121.000000,96.000000,59.024026,-174.798373,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
19029,105.000000,102.000000,59.024645,-171.403280,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
23570,130.000000,93.000000,59.025177,-176.683142,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
22480,124.000000,95.000000,59.027140,-175.426602,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
23025,127.000000,94.000000,59.027523,-176.054888,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
16487,91.000000,108.000000,59.029824,-168.376875,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
20482,113.000000,99.000000,59.034301,-173.100840,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
17758,98.000000,105.000000,59.035153,-169.890180,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
11768,65.000000,121.000000,59.038503,-162.598979,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
16124,89.000000,109.000000,59.038684,-167.932863,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
24842,137.000000,91.000000,59.041741,-178.129459,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
19574,108.000000,101.000000,59.042505,-172.030710,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
18666,103.000000,103.000000,59.042789,-170.960342,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
21027,116.000000,98.000000,59.044790,-173.728997,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
12131,67.000000,120.000000,59.046028,-163.043176,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
15761,87.000000,110.000000,59.046179,-167.488662,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
17395,96.000000,106.000000,59.048657,-169.446521,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
24297,134.000000,92.000000,59.050370,-177.501089,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
12494,69.000000,119.000000,59.052189,-163.487533,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
15398,85.000000,111.000000,59.052310,-167.044302,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
21572,119.000000,97.000000,59.052549,-174.357453,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
23752,131.000000,93.000000,59.056270,-176.872480,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
12857,71.000000,118.000000,59.056985,-163.932017,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
15035,83.000000,112.000000,59.057076,-166.599816,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
22117,122.000000,96.000000,59.057577,-174.986119,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
20119,111.000000,100.000000,59.057639,-172.658681,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
23207,128.000000,94.000000,59.059438,-176.243722,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
18303,101.000000,104.000000,59.059573,-170.517000,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
22662,125.000000,95.000000,59.059873,-175.614905,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
13220,73.000000,117.000000,59.060415,-164.376596,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14672,81.000000,113.000000,59.060476,-166.155235,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
17032,94.000000,107.000000,59.060799,-169.002566,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
13583,75.000000,116.000000,59.062480,-164.821239,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14309,79.000000,114.000000,59.062510,-165.710590,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
19211,106.000000,102.000000,59.062568,-171.587867,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
13946,77.000000,115.000000,59.063178,-165.265915,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
20664,114.000000,99.000000,59.070046,-173.287104,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
25024,138.000000,91.000000,59.070932,-178.320014,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
16669,92.000000,108.000000,59.071578,-168.558344,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
17940,99.000000,105.000000,59.074998,-170.073284,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
19756,109.000000,101.000000,59.079623,-172.215997,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
21209,117.000000,98.000000,59.079723,-173.915890,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
24479,135.000000,92.000000,59.080388,-177.691202,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
16306,90.000000,109.000000,59.080992,-168.113887,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
18848,104.000000,103.000000,59.081274,-171.144576,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
21754,120.000000,97.000000,59.086668,-174.544950,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
23934,132.000000,93.000000,59.087111,-177.062124,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
11950,66.000000,121.000000,59.087372,-162.773654,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
15943,88.000000,110.000000,59.089042,-167.669228,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
17577,97.000000,106.000000,59.089061,-169.629226,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
22299,123.000000,96.000000,59.090880,-175.174193,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
23389,129.000000,94.000000,59.091102,-176.432870,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
22844,126.000000,95.000000,59.092358,-175.803530,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
20301,112.000000,100.000000,59.093951,-172.844643,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
12313,68.000000,120.000000,59.094359,-163.218450,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
15580,86.000000,111.000000,59.095726,-167.224397,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
18485,102.000000,104.000000,59.098621,-170.700866,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
25206,139.000000,91.000000,59.099870,-178.510858,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
12676,70.000000,119.000000,59.099980,-163.663392,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
19393,107.000000,102.000000,59.100251,-171.772820,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
15217,84.000000,112.000000,59.101043,-166.779426,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
17214,95.000000,107.000000,59.101762,-169.184857,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
13039,72.000000,118.000000,59.104235,-164.108450,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
14854,82.000000,113.000000,59.104994,-166.334347,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
20846,115.000000,99.000000,59.105547,-173.473715,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
13402,74.000000,117.000000,59.107122,-164.553590,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14491,80.000000,114.000000,59.107577,-165.889193,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
13765,76.000000,116.000000,59.108641,-164.998782,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
14128,78.000000,115.000000,59.108793,-165.443994,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
24661,136.000000,92.000000,59.110153,-177.881613,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
16851,93.000000,108.000000,59.113098,-168.740208,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
21391,118.000000,98.000000,59.114411,-174.103124,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
18122,100.000000,105.000000,59.114607,-170.256769,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
19938,110.000000,101.000000,59.116500,-172.401643,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
24116,133.000000,93.000000,59.117702,-177.252074,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
19030,105.000000,103.000000,59.119520,-171.329180,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
21936,121.000000,97.000000,59.120541,-174.732780,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
23571,130.000000,94.000000,59.122516,-176.622330,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
16488,91.000000,109.000000,59.123069,-168.295311,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
22481,124.000000,96.000000,59.123936,-175.362594,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
23026,127.000000,95.000000,59.124594,-175.992474,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
11769,65.000000,122.000000,59.128208,-162.503552,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
17759,98.000000,106.000000,59.129230,-169.812316,314,1431940000.00000000000,151379.00000000000,314,305,306,341,302,288,M-20
20483,113.000000,100.000000,59.130019,-173.030957,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
16125,89.000000,110.000000,59.131674,-167.850198,327,1471920000.00000000000,153248.00000000000,327,302,303,344,305,291,M-01
12132,67.000000,121.000000,59.136023,-162.948776,355,1468360000.00000000000,152945.00000000000,355,294,295,352,313,299,
18667,103.000000,104.000000,59.137430,-170.885107,304,1386040000.00000000000,148887.00000000000,304,307,308,339,300,286,M-22
19575,108.000000,102.000000,59.137693,-171.958136,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
15762,87.000000,111.000000,59.138912,-167.404900,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
24843,137.000000,92.000000,59.139664,-178.072319,232,1436670000.00000000000,152931.00000000000,232,318,319,328,289,561,
21028,116.000000,99.000000,59.140804,-173.660672,285,1420210000.00000000000,151362.00000000000,285,311,312,335,296,282,M-26
12495,69.000000,120.000000,59.142471,-163.394166,352,1286670000.00000000000,144015.00000000000,352,296,297,351,312,298,M-08
17396,96.000000,107.000000,59.142490,-169.367538,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
15399,85.000000,112.000000,59.144782,-166.959449,331,1393130000.00000000000,149527.00000000000,331,301,302,345,306,292,M-02
12858,71.000000,119.000000,59.147551,-163.839691,350,1393180000.00000000000,149327.00000000000,350,295,296,350,311,297,M-07
24298,134.000000,93.000000,59.148040,-177.442326,242,1429630000.00000000000,152437.00000000000,242,317,318,329,290,276,M-32
21573,119.000000,98.000000,59.148854,-174.290697,279,1389120000.00000000000,149647.00000000000,279,312,313,334,295,281,M-27
15036,83.000000,113.000000,59.149284,-166.513877,336,1446550000.00000000000,152158.00000000000,336,300,301,346,307,293,M-03
13221,73.000000,118.000000,59.151262,-164.285318,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
14673,81.000000,114.000000,59.152418,-166.068216,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
20120,111.000000,101.000000,59.153135,-172.587647,294,1419670000.00000000000,151343.00000000000,294,309,310,337,298,284,M-24
13584,75.000000,117.000000,59.153604,-164.731017,345,1371410000.00000000000,148181.00000000000,345,297,298,349,310,296,M-06
23753,131.000000,94.000000,59.153679,-176.812102,251,1393110000.00000000000,150421.00000000000,251,316,317,330,291,277,M-31
18304,101.000000,105.000000,59.153978,-170.440634,309,1460940000.00000000000,153319.00000000000,309,306,307,340,301,287,M-21
22118,122.000000,97.000000,59.154167,-174.920943,272,1391500000.00000000000,149781.00000000000,272,313,314,333,294,280,M-28
14310,79.000000,115.000000,59.154182,-165.622497,339,1414840000.00000000000,150428.00000000000,339,299,300,347,308,294,M-04
17033,94.000000,108.000000,59.154384,-168.922467,317,1406460000.00000000000,150217.00000000000,317,304,305,342,303,289,M-19
13947,77.000000,116.000000,59.154578,-165.176754,341,1424880000.00000000000,151046.00000000000,341,298,299,348,309,295,M-05
23208,128.000000,95.000000,59.156580,-176.181736,259,1416970000.00000000000,151625.00000000000,259,315,316,331,292,278,M-30
22663,125.000000,96.000000,59.156743,-175.551320,266,1400620000.00000000000,150764.00000000000,266,314,315,332,293,279,M-29
19212,106.000000,103.000000,59.157527,-171.514152,298,1396140000.00000000000,150069.00000000000,298,308,309,338,299,285,M-23
16670,92.000000,109.000000,59.164912,-168.477135,322,1450640000.00000000000,152720.00000000000,322,303,304,343,304,290,M-18
20665,114.000000,100.000000,59.165843,-173.217623,289,1411940000.00000000000,150724.00000000000,289,310,311,336,297,283,M-25
25025,138.000000,92.000000,59.168922,-178.263320,210,1383250000.00000000000,150315.00000000000,210,293,294,300,265,560,
17941,99.000000,106.000000,59.169162,-169.995791,295,1381120000.00000000000,148811.00000000000,295,280,281,317,278,265,N-20
16307,90.000000,110.000000,59.174074,-168.031572,308,1410280000.00000000000,150545.00000000000,308,277,278,320,281,268,N-01
19757,109.000000,102.000000,59.174893,-172.143816,282,1365840000.00000000000,147963.00000000000,282,283,284,314,275,262,N-23
21210,117.000000,99.000000,59.175815,-173.847973,265,1264730000.00000000000,145206.00000000000,265,286,287,307,272,259,N-26
18849,104.000000,104.000000,59.176000,-171.069722,288,1325030000.00000000000,146215.00000000000,288,282,283,315,276,263,N-22
24480,135.000000,93.000000,59.178125,-177.632880,218,1391670000.00000000000,150087.00000000000,218,292,293,301,266,253,
